college,sport,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team,revenue_male,revenue_female,expense_male,expense_female
Adelphi University,Baseball,34,,4360,148245,0,0,433287,,433287,
Adelphi University,Basketball,15,15,6643,99646,7134,107004,566891,607774,566891,607774
Adelphi University,Field Hockey,,23,0,0,2692,61924,,304566,,304566
Adelphi University,Golf,6,3,2600,15597,3711,11132,98788,51076,98788,51076
Adelphi University,Lacrosse,41,29,3392,139069,3819,110765,570963,515935,570963,515935
Adelphi University,Soccer,31,27,2544,78857,3292,88893,546667,432720,546667,432720
Adelphi University,Softball,,16,0,0,5701,91221,,339043,,339043
Adelphi University,Swimming,13,19,2282,29671,2282,43366,107392,115866,107392,115866
Adelphi University,Tennis,7,7,2846,19925,2308,16155,154406,147365,154406,147365
Adelphi University,"Track and Field, Indoor",28,24,406,11356,406,9734,71170,81044,71170,81044
Adelphi University,"Track and Field, Outdoor",28,24,406,11356,406,9734,75670,81044,75670,81044
Adelphi University,"Track and Field, X-Country",18,11,3347,60240,3347,36814,88336,54137,88336,54137
Adelphi University,Volleyball,,10,0,0,7125,71250,,323864,,323864
Adelphi University,Bowling,,13,0,0,4441,57738,,163032,,163032
Adirondack Community College,Baseball,21,,469,9853,0,0,20998,,17984,
Adirondack Community College,Basketball,14,8,1320,18476,2013,16106,33801,32021,33690,31841
Adirondack Community College,Golf,4,,1590,6361,0,0,11684,,8470,
Adirondack Community College,Soccer,20,,831,16610,0,0,27457,,24761,
Adirondack Community College,Softball,,13,0,0,764,9927,,15124,,17687
Adirondack Community College,Tennis,8,6,203,1623,474,2845,8201,10425,5747,6115
Adirondack Community College,Volleyball,,12,0,0,1440,17284,,24911,,27402
Adirondack Community College,Bowling,5,5,651,3254,651,3254,7177,7177,5101,5101
Albany College of Pharmacy and Health Sciences,Basketball,14,13,1331,18630,1563,20314,37769,39814,29380,39841
Albany College of Pharmacy and Health Sciences,Soccer,24,23,606,14535,742,17077,24190,38015,22120,35940
Albany College of Pharmacy and Health Sciences,"Track and Field, Outdoor",13,20,267,3474,267,5344,7911,9781,6498,8368
Albany College of Pharmacy and Health Sciences,"Track and Field, X-Country",10,14,269,2685,269,3759,6918,7992,8312,9186
Alfred University,Basketball,17,11,2097,35654,2916,32071,115795,108952,115795,108952
Alfred University,Football,126,,671,84557,0,0,470022,,470022,
Alfred University,Lacrosse,40,15,1297,51887,1112,16678,143883,77076,143883,77076
Alfred University,Skiing,5,4,1485,7424,1485,5940,8424,6940,8424,6940
Alfred University,Soccer,24,23,1106,26543,906,20836,115266,105795,115266,105795
Alfred University,Softball,,17,0,0,2335,39693,,135880,,135880
Alfred University,Swimming and Diving,24,17,1092,26217,1092,18571,86288,71634,86288,71634
Alfred University,Tennis,7,12,583,4080,372,4462,9853,11271,9853,11271
Alfred University,"Track and Field, Indoor",36,14,230,8296,230,3226,8782,3712,8782,3712
Alfred University,"Track and Field, Outdoor",36,14,230,8296,230,3226,11752,6682,11752,6682
Alfred University,"Track and Field, X-Country",12,10,143,1715,143,1429,8817,8531,8817,8531
Alfred University,Volleyball,,13,0,0,1115,14495,,60287,,60287
Appalachian State University,Baseball,35,,6222,217784,0,0,758624,,758624,
Bard College,Baseball,21,,2250,47259,0,0,135191,,119472,
Bard College,Basketball,15,9,2820,42294,3272,29445,187324,87139,112647,85373
Bard College,Lacrosse,19,18,3492,66340,1806,32508,140044,89059,132411,89059
Bard College,Soccer,25,21,1087,27177,1853,38920,141021,82390,88783,80500
Bard College,Squash,10,,887,8873,0,0,21873,,21873,
Bard College,Swimming,14,16,1179,16509,1052,16831,23835,24157,22865,23187
Bard College,Tennis,10,12,616,6160,527,6323,11231,12894,10171,11834
Bard College,"Track and Field, Outdoor",13,18,353,4585,353,6350,8252,10017,8252,10017
Bard College,"Track and Field, X-Country",9,13,542,4879,521,6773,8883,10777,8883,10777
Bard College,Volleyball,12,13,2889,34671,2744,35669,69202,67911,66802,65511
Berkeley College-New York,Basketball,13,8,8025,104325,10526,84205,127325,97205,127325,97205
Berkeley College-New York,Soccer,23,18,3597,82740,2458,44250,97740,52750,97740,52750
Berkeley College-New York,Tennis,8,13,2545,20356,1335,17356,27356,24356,27356,24356
Berkeley College-New York,"Track and Field, X-Country",7,5,3054,21377,4000,20000,24378,23000,24378,23000
Bryant & Stratton College-Syracuse,All Track Combined,22,5,1288,28325,3914,19569,135770,62832,135770,62832
Bryant & Stratton College-Syracuse,Soccer,31,18,2266,70241,3199,57576,366742,281052,366742,281052
Canisius College,Baseball,38,,4277,162528,0,0,710265,,710265,
Canisius College,Basketball,13,12,20725,269430,13404,160843,2050411,1385578,2050411,1385578
Canisius College,All Track Combined,58,61,626,36300,626,38177,148951,171921,148951,171921
Canisius College,Golf,7,,3924,27465,0,0,106800,,106800,
Canisius College,Ice Hockey,28,,7146,200074,0,0,991566,,991566,
Canisius College,Lacrosse,48,26,2629,126173,3485,90606,603606,455752,603606,455752
Canisius College,Rowing,,37,0,0,1273,47086,,241357,,241357
Canisius College,Soccer,26,27,1834,47688,2260,61020,507728,532035,507728,532035
Canisius College,Softball,,16,0,0,8136,130173,,635752,,635752
Canisius College,Swimming and Diving,31,24,1662,51524,1662,39890,191012,162738,191012,162738
Canisius College,Volleyball,,14,0,0,6174,86437,,560877,,560877
Cayuga County Community College,Basketball,15,10,1609,24142,2762,27622,34142,39622,34142,39622
Cayuga County Community College,Golf,4,1,1393,5572,1393,1393,9525,3256,9525,3256
Cayuga County Community College,Lacrosse,10,,242,2419,0,0,8769,,8769,
Cayuga County Community College,Soccer,33,18,1278,42176,1274,22924,53276,32294,53276,32294
Cayuga County Community College,Softball,,16,0,0,1563,25015,,35015,,35015
Cayuga County Community College,Volleyball,,12,0,0,1536,18435,,28435,,28435
Cayuga County Community College,Bowling,8,3,2375,18996,2375,7126,21496,9626,21496,9626
Cazenovia College,Baseball,32,,1458,46655,0,0,61090,,61090,
Cazenovia College,Basketball,15,16,2817,42260,1895,30320,57712,38764,57712,38764
Cazenovia College,Lacrosse,26,19,1217,31640,1002,19030,41890,25380,41890,25380
Cazenovia College,Soccer,24,22,573,13748,1361,29945,24905,38399,24905,38399
Cazenovia College,Softball,,19,0,0,1724,32764,,38364,,38364
Cazenovia College,Swimming and Diving,,16,0,0,960,15354,,19738,,19738
Cazenovia College,Swimming,5,,1285,6427,0,0,10244,,10244,
Cazenovia College,"Track and Field, X-Country",6,9,565,3387,565,5081,5544,7238,5544,7238
Cazenovia College,Volleyball,,13,0,0,874,11366,,19458,,19458
Clarkson University,Baseball,23,,927,21332,0,0,140359,,138990,
Clarkson University,Basketball,15,12,2677,40149,2756,33067,149095,116751,145403,116332
Clarkson University,Golf,10,,1393,13932,0,0,113639,,113639,
Clarkson University,Ice Hockey,27,20,11651,314567,11331,226626,2543400,1821685,2193204,1724456
Clarkson University,Lacrosse,43,29,1197,51465,990,28722,161477,159682,150075,159447
Clarkson University,Skiing,11,8,4303,47332,4302,34416,113686,82663,113406,82943
Clarkson University,Soccer,25,24,1384,34598,1228,29462,144430,164882,137289,164482
Clarkson University,Softball,,16,0,0,2394,38304,,136838,,135431
Clarkson University,Swimming,25,13,1093,27330,1093,14205,107887,56074,107191,56176
Clarkson University,"Track and Field, X-Country",24,15,597,14335,598,8973,36436,22810,36438,22810
Clarkson University,Volleyball,,14,0,0,4166,58324,,207263,,207263
Clarkson University,Other Sports,16,10,1918,30690,1921,19212,54325,34009,54326,34010
Clinton Community College,Baseball,13,,654,8500,0,0,14450,,14450,
Clinton Community College,Basketball,18,12,833,15000,1250,15000,26200,26200,26200,26200
Clinton Community College,Soccer,17,16,588,10000,625,10000,16950,16950,16950,16950
Clinton Community College,Softball,,13,0,0,654,8500,,14450,,14450
Colgate University,Basketball,18,14,15196,273521,13499,188985,1733114,1450800,1733114,1450800
Colgate University,All Track Combined,81,66,691,56004,898,59295,178297,173941,178297,173941
Colgate University,Field Hockey,,26,0,0,3506,91168,,635235,,635235
Colgate University,Football,89,,6487,577361,0,0,5273887,,5273887,
Colgate University,Golf,9,,4927,44342,0,0,128167,,128167,
Colgate University,Ice Hockey,27,23,13807,372790,7752,178290,1854794,1538995,1854794,1538995
Colgate University,Lacrosse,48,32,5163,247809,3926,125644,1020487,1005550,1020487,1005550
Colgate University,Rowing,21,29,1387,29118,998,28934,156182,148911,156182,148911
Colgate University,Soccer,27,30,3977,107375,4712,141361,819906,1103573,819906,1103573
Colgate University,Softball,,16,0,0,5972,95556,,737623,,737623
Colgate University,Swimming and Diving,16,19,3990,63843,4350,82653,171034,494156,171034,494156
Colgate University,Tennis,12,8,6132,73583,6132,49055,155951,103964,155951,103964
Colgate University,Volleyball,,17,0,0,5225,88824,,623508,,623508
College of Mount Saint Vincent,Baseball,22,,1467,32283,0,0,72831,,68571,
College of Mount Saint Vincent,Basketball,17,14,1324,22509,2149,30089,60766,58823,55852,60567
College of Mount Saint Vincent,Lacrosse,33,19,1465,48334,763,14501,76007,31816,74168,30273
College of Mount Saint Vincent,Soccer,26,24,1106,28765,748,17949,51954,31915,53400,31807
College of Mount Saint Vincent,Softball,,16,0,0,1889,30216,,52320,,49666
College of Mount Saint Vincent,Swimming,8,7,412,3299,471,3299,10708,11604,15866,15866
College of Mount Saint Vincent,"Track and Field, X-Country",9,10,733,6600,660,6600,12714,13610,12942,12942
College of Mount Saint Vincent,Volleyball,15,13,571,8570,1320,17165,24257,30468,23911,29435
College of Mount Saint Vincent,Wrestling,14,,719,10068,0,0,21463,,25990,
College of Staten Island CUNY,Baseball,30,,1501,45025,0,0,66089,,66089,
College of Staten Island CUNY,Basketball,16,15,1505,24085,1882,28226,57085,49726,57085,49726
College of Staten Island CUNY,Soccer,24,20,928,22273,1003,20057,34096,31557,34096,31557
College of Staten Island CUNY,Softball,,15,0,0,2055,30819,,50883,,50883
College of Staten Island CUNY,Swimming and Diving,18,16,653,11747,653,10441,31347,30041,31347,30041
College of Staten Island CUNY,Tennis,8,10,986,7891,879,8788,15891,16788,15891,16788
College of Staten Island CUNY,"Track and Field, X-Country",12,16,739,8870,739,11826,14145,17101,14145,17101
College of Staten Island CUNY,Volleyball,13,9,1146,14899,1982,17835,22899,25835,22899,25835
College of the Albemarle,Baseball,28,,1210,33872,0,0,53584,,53584,
Columbia University - NYC,Baseball,33,,10575,348981,0,0,791507,,791507,
Columbia University - NYC,Basketball,14,17,18710,261942,12267,208545,1345170,997872,1345170,997872
Columbia University - NYC,All Track Combined,109,118,1752,191006,1382,163045,472306,446599,472306,446599
Columbia University - NYC,Fencing,24,22,3233,77594,3532,77693,206770,199600,206770,199600
Columbia University - NYC,Field Hockey,,23,0,0,3702,85157,,301457,,301457
Columbia University - NYC,Football,97,,5866,569031,0,0,3278732,,3278732,
Columbia University - NYC,Golf,9,9,20594,185347,15768,141911,356134,288346,356134,288346
Columbia University - NYC,Lacrosse,,28,0,0,3512,98347,,369542,,369542
Columbia University - NYC,Rowing,38,38,7701,292643,5357,203582,566158,523700,566158,523700
Columbia University - NYC,Soccer,27,27,4096,110589,3702,99964,452144,360281,452144,360281
Columbia University - NYC,Softball,,16,0,0,8307,132911,,340289,,340289
Columbia University - NYC,Squash,14,12,4477,62674,5148,61774,184449,189171,184449,189171
Columbia University - NYC,Swimming and Diving,33,26,5423,178972,5526,143668,458920,449798,458920,449798
Columbia University - NYC,Tennis,18,12,11824,212836,11830,141965,574924,345440,574924,345440
Columbia University - NYC,Volleyball,,16,0,0,5478,87643,,376726,,376726
Columbia University - NYC,Wrestling,35,,6106,213713,0,0,602986,,602986,
Columbia University - NYC,Other Sports,42,,5685,238775,0,0,488118,,488118,
Columbia University - NYC,Archery,,12,0,0,5150,61801,,158932,,158932
Columbia-Greene Community College,Baseball,17,,684,11621,0,0,29699,,22017,
Columbia-Greene Community College,Basketball,13,,2303,29944,0,0,52481,,49940,
Columbia-Greene Community College,Golf,3,1,190,571,190,190,2354,1669,1967,1540
Columbia-Greene Community College,Softball,,11,0,0,608,6686,,19846,,19846
Columbia-Greene Community College,"Track and Field, X-Country",,2,0,0,515,1029,,8439,,7946
Columbia-Greene Community College,Volleyball,,9,0,0,1275,11472,,22142,,22142
Columbia-Greene Community College,Bowling,1,1,496,496,496,496,3812,3766,3749,3703
Concordia College-New York,Baseball,28,,725,20300,0,0,388797,,388797,
Concordia College-New York,Basketball,15,12,1353,20300,1532,18387,287135,271007,287135,271007
Concordia College-New York,Golf,6,,3574,21446,0,0,129391,,129391,
Concordia College-New York,Soccer,24,18,411,9859,464,8360,361079,234470,361079,234470
Concordia College-New York,Softball,,17,0,0,1295,22011,,291647,,291647
Concordia College-New York,Tennis,8,8,5479,43831,3670,29363,232721,231903,232721,231903
Concordia College-New York,"Track and Field, X-Country",6,6,392,2354,167,1001,133209,52451,133209,52451
Concordia College-New York,Volleyball,,12,0,0,902,10826,,228606,,228606
Cornell University,Baseball,35,,4693,164238,0,0,582148,,582148,
Cornell University,Basketball,17,14,9484,161234,8241,115367,963947,769624,963947,769624
Cornell University,All Track Combined,178,195,1282,228146,1175,229138,818196,725223,818196,725223
Cornell University,Fencing,,35,0,0,1903,66603,,236864,,236864
Cornell University,Field Hockey,,19,0,0,3255,61846,,341232,,341232
Cornell University,Football,103,,2115,217841,0,0,2712020,,2712020,
Cornell University,Golf,11,,4372,48097,0,0,399811,,268787,
Cornell University,Gymnastics,,21,0,0,2427,50968,,298750,,298750
Cornell University,Ice Hockey,27,20,16364,441831,8603,172061,1587722,830628,1587722,830628
Cornell University,Lacrosse,45,28,3232,145443,3847,107721,865902,572119,865902,572119
Cornell University,Rowing,111,51,1802,200027,2521,128595,1008982,518407,1008982,518407
Cornell University,Soccer,27,30,2671,72127,1946,58370,344087,320561,344087,320561
Cornell University,Softball,,19,0,0,4416,83897,,499464,,499464
Cornell University,Squash,17,12,1751,29761,1724,20682,171776,119370,171776,119370
Cornell University,Swimming and Diving,31,26,2093,64889,2126,55275,416471,354772,416471,354772
Cornell University,Tennis,14,9,4073,57022,4323,38909,245654,197424,245654,197424
Cornell University,Volleyball,,12,0,0,4581,54969,,436008,,436008
Cornell University,Wrestling,32,,4563,146028,0,0,950849,,950849,
Cornell University,Other Sports,77,30,1356,104392,576,17265,493797,218581,491440,217371
Cornell University,Equestrian,,31,0,0,1476,45752,,216604,,216604
Cornell University,Sailing,,15,0,0,2470,37045,,260040,,203099
Corning Community College,Baseball,26,,765,19899,0,0,29979,,28822,
Corning Community College,Basketball,15,14,1346,20197,1244,17412,29000,24890,28744,24125
Corning Community College,Soccer,21,22,676,14201,610,13425,15326,17908,20012,19822
Corning Community College,Softball,,15,0,0,1056,15840,,30158,,28039
Corning Community College,Volleyball,,10,0,0,1689,16894,,20204,,21145
Corning Community College,Bowling,7,9,1579,11054,1065,9589,18201,16826,14888,14000
CUNY Bernard M Baruch College,Baseball,25,,677,16913,0,0,35833,,33356,
CUNY Bernard M Baruch College,Basketball,17,11,1081,18380,1181,12993,55502,40215,36345,32425
CUNY Bernard M Baruch College,Soccer,24,,585,14032,0,0,33451,,30457,
CUNY Bernard M Baruch College,Softball,,15,0,0,751,11267,,30525,,27710
CUNY Bernard M Baruch College,Swimming and Diving,23,23,503,11569,396,9109,25500,28125,22705,25552
CUNY Bernard M Baruch College,Tennis,10,11,704,7040,717,7888,21750,24650,18175,21685
CUNY Bernard M Baruch College,"Track and Field, X-Country",6,5,772,4629,926,4629,17356,18450,15765,15764
CUNY Bernard M Baruch College,Volleyball,12,12,1357,16283,1266,15190,40525,40500,35715,31633
CUNY Borough of Manhattan Community College,Baseball,24,,1452,34839,0,0,48129,,48129,
CUNY Borough of Manhattan Community College,Basketball,15,14,1998,29969,1240,17363,42969,30777,42969,30777
CUNY Borough of Manhattan Community College,Soccer,22,18,1346,29612,936,16855,39598,25731,39598,25731
CUNY Borough of Manhattan Community College,Volleyball,,14,0,0,899,12585,,20349,,20349
CUNY Bronx Community College,Baseball,24,,1026,24613,0,0,41613,,41613,
CUNY Bronx Community College,Basketball,15,10,1484,22255,1826,18262,38855,30262,38855,30262
CUNY Bronx Community College,Soccer,19,,481,9138,0,0,18138,,18138,
CUNY Bronx Community College,Volleyball,,11,0,0,507,5582,,14082,,14082
CUNY Brooklyn College,Basketball,14,16,1615,22612,1461,23376,43594,44598,43594,44598
CUNY Brooklyn College,Soccer,23,21,663,15244,919,19295,31169,32840,31169,32840
CUNY Brooklyn College,Softball,,15,0,0,1328,19913,,37100,,37100
CUNY Brooklyn College,Swimming and Diving,16,13,474,7587,633,8235,17185,17697,17185,17697
CUNY Brooklyn College,Tennis,13,9,459,5968,819,7368,14366,15510,14366,15510
CUNY Brooklyn College,"Track and Field, X-Country",10,11,553,5530,497,5463,9988,10757,9988,10757
CUNY Brooklyn College,Volleyball,11,13,1340,14744,1479,19224,25446,31091,25446,31091
CUNY City College,Baseball,25,,391,9775,0,0,73036,,63377,
CUNY City College,Basketball,21,15,767,16097,1354,20305,88152,91885,87336,87731
CUNY City College,Fencing,,10,0,0,266,2655,,18465,,19787
CUNY City College,Soccer,30,17,666,19990,669,11380,41128,35345,40636,36460
CUNY City College,Tennis,12,,245,2944,0,0,18024,,23828,
CUNY City College,"Track and Field, Indoor",32,26,523,16726,623,16209,24031,24782,27890,27373
CUNY City College,"Track and Field, Outdoor",29,20,209,6071,303,6051,14395,14985,14395,15149
CUNY City College,"Track and Field, X-Country",16,17,220,3526,207,3521,15154,15453,12145,12140
CUNY City College,Volleyball,14,15,587,8213,397,5962,10149,20932,14462,23207
CUNY Hostos Community College,Basketball,14,9,1931,27033,2201,19813,48354,35356,48354,35356
CUNY Hostos Community College,Soccer,21,,721,15143,0,0,29509,,29509,
CUNY Hostos Community College,Volleyball,,9,0,0,1686,15177,,35255,,35255
CUNY Hunter College,Basketball,16,13,654,10471,975,12679,46982,56790,46982,56790
CUNY Hunter College,All Track Combined,44,38,142,6257,162,6162,24680,32507,24680,32507
CUNY Hunter College,Fencing,13,13,532,6915,629,8178,21257,28066,21257,28066
CUNY Hunter College,Soccer,27,,453,12225,0,0,38663,,38663,
CUNY Hunter College,Softball,,19,0,0,784,14902,,44567,,44567
CUNY Hunter College,Swimming,,23,0,0,804,18487,,44257,,44257
CUNY Hunter College,Tennis,11,11,537,5907,529,5821,22696,30569,22696,30569
CUNY Hunter College,Volleyball,14,12,1083,15159,1470,17635,31438,50681,31438,50681
CUNY Hunter College,Wrestling,21,,683,14343,0,0,39306,,39306,
CUNY John Jay College of Criminal Justice,Baseball,26,,697,18115,0,0,47347,,47347,
CUNY John Jay College of Criminal Justice,Basketball,17,12,1103,18750,1344,16127,46644,37814,46644,37814
CUNY John Jay College of Criminal Justice,Soccer,29,25,561,16270,627,15673,32841,32424,32841,32424
CUNY John Jay College of Criminal Justice,Softball,,14,0,0,877,12276,,43476,,43476
CUNY John Jay College of Criminal Justice,Swimming,,10,0,0,695,6954,,36778,,36778
CUNY John Jay College of Criminal Justice,Tennis,10,11,329,3288,321,3533,24389,16200,24389,16200
CUNY John Jay College of Criminal Justice,"Track and Field, X-Country",9,8,276,2487,276,2210,20912,20439,20912,20439
CUNY John Jay College of Criminal Justice,Volleyball,12,16,774,9286,579,9262,22021,22584,22021,22584
CUNY Kingsborough Community College,Baseball,22,,632,13910,0,0,26451,,26365,
CUNY Kingsborough Community College,Basketball,15,18,967,14500,647,11651,24709,19570,23505,22540
CUNY Kingsborough Community College,Soccer,22,15,394,8670,578,8673,15337,25450,16403,16980
CUNY Kingsborough Community College,Tennis,10,9,195,1953,217,1955,8970,11202,8905,9980
CUNY Kingsborough Community College,"Track and Field, Indoor",12,8,546,6550,333,2666,17490,17639,19301,19769
CUNY Kingsborough Community College,"Track and Field, Outdoor",12,8,384,4602,428,3424,21679,16939,21196,17890
CUNY Kingsborough Community College,"Track and Field, X-Country",10,8,1000,10000,750,6002,21959,16670,20920,17920
CUNY Kingsborough Community College,Volleyball,,12,0,0,827,9923,,15459,,17850
CUNY LaGuardia Community College,Basketball,16,9,2631,42102,4434,39908,80233,78039,80233,78039
CUNY Lehman College,Baseball,22,,634,13957,0,0,29182,,29182,
CUNY Lehman College,Basketball,16,11,1276,20408,1988,21873,49247,64809,49247,64809
CUNY Lehman College,All Track Combined,41,48,104,4274,156,7506,31356,34879,31356,34879
CUNY Lehman College,Soccer,26,18,599,15576,770,13863,33305,31687,33305,31687
CUNY Lehman College,Softball,,14,0,0,544,7622,,23158,,23158
CUNY Lehman College,Swimming and Diving,15,21,192,2881,132,2781,11293,11193,11293,11193
CUNY Lehman College,Tennis,8,10,199,1592,228,2276,10339,11170,10339,11170
CUNY Lehman College,Volleyball,10,12,746,7461,671,8050,20927,21916,20927,21916
CUNY Medgar Evers College,Basketball,24,8,974,23373,2604,20833,49803,42111,49803,42111
CUNY Medgar Evers College,All Track Combined,35,38,356,12466,356,13534,30354,31422,30354,31422
CUNY Medgar Evers College,Soccer,22,16,693,15240,1020,16323,23838,22958,23838,22958
CUNY Medgar Evers College,Volleyball,9,15,1540,13863,1013,15200,23820,25157,23820,25157
CUNY Queens College,Baseball,34,,580,19735,0,0,134690,,125640,
CUNY Queens College,Basketball,16,11,1651,26418,2189,24081,263075,234397,260162,233029
CUNY Queens College,Fencing,,11,0,0,196,2158,,13842,,13842
CUNY Queens College,Lacrosse,,17,0,0,605,10286,,98355,,97217
CUNY Queens College,Soccer,25,19,566,14149,368,6999,142083,142300,138276,138077
CUNY Queens College,Softball,,19,0,0,2107,40028,,210146,,185753
CUNY Queens College,Swimming and Diving,15,14,240,3597,504,7061,37100,55265,36157,54266
CUNY Queens College,Tennis,11,10,422,4638,1023,10234,106104,152385,103919,150310
CUNY Queens College,"Track and Field, Indoor",21,21,339,7121,245,5150,48731,43434,48276,42960
CUNY Queens College,"Track and Field, Outdoor",20,21,356,7121,245,5150,48731,43434,48276,42960
CUNY Queens College,"Track and Field, X-Country",10,8,274,2738,338,2702,19342,20343,19342,20306
CUNY Queens College,Volleyball,,14,0,0,893,12507,,150104,,148979
CUNY Queensborough Community College,Baseball,31,,332,10300,0,0,20287,,20287,
CUNY Queensborough Community College,Basketball,14,14,1203,16838,910,12738,26718,23028,26718,23028
CUNY Queensborough Community College,Soccer,33,,210,6942,0,0,16152,,16152,
CUNY Queensborough Community College,Softball,,14,0,0,759,10624,,21705,,21705
CUNY Queensborough Community College,Swimming,9,14,424,3813,282,3942,13913,14042,13913,14042
CUNY Queensborough Community College,"Track and Field, Indoor",13,5,409,5318,306,1532,8039,4253,8039,4253
CUNY Queensborough Community College,"Track and Field, Outdoor",15,14,236,3542,228,3198,6263,5919,6263,5919
CUNY Queensborough Community College,"Track and Field, X-Country",11,10,379,4169,370,3700,6890,6421,6890,6421
CUNY Queensborough Community College,Volleyball,,13,0,0,521,6778,,15668,,15668
CUNY York College,Basketball,15,10,2987,44806,2603,26028,28288,19187,49748,41707
CUNY York College,All Track Combined,41,42,510,20912,510,21420,70963,72683,37793,32189
CUNY York College,Soccer,21,20,1315,27610,1060,21200,34373,36092,38723,39325
CUNY York College,Softball,,10,0,0,1950,19495,,17187,,19886
CUNY York College,Swimming,12,13,625,7499,625,8123,20623,22342,12060,11937
CUNY York College,Tennis,12,15,628,7534,413,6191,20623,25788,15235,8191
CUNY York College,Volleyball,14,11,1600,22398,1627,17899,24061,18905,38160,37923
D'Youville College,Baseball,24,,1836,44068,0,0,60693,,60693,
D'Youville College,Basketball,16,16,1112,17799,1999,31986,29440,50688,29440,50688
D'Youville College,Golf,10,,680,6802,0,0,12957,,12957,
D'Youville College,Rowing,,16,0,0,901,14423,,27978,,27978
D'Youville College,Soccer,24,25,760,18248,753,18814,39978,38468,39978,38468
D'Youville College,Softball,,15,0,0,1681,25208,,40185,,40185
D'Youville College,Tennis,11,8,766,8427,927,7415,12483,10915,12483,10915
D'Youville College,"Track and Field, X-Country",10,13,556,5559,473,6150,8059,8758,8059,8758
D'Youville College,Volleyball,15,18,1361,20409,1384,24905,36406,39752,36406,39752
Daemen College,Basketball,16,16,6989,111827,5965,95435,561271,368915,561271,364554
Daemen College,All Track Combined,66,63,384,25369,384,24217,131848,137064,131293,136534
Daemen College,Golf,7,,2868,20078,0,0,64535,,64535,
Daemen College,Soccer,23,26,1797,41324,2220,57713,153940,209862,152984,206532
Daemen College,Tennis,15,10,1841,27615,1841,18410,79786,61580,77972,60371
Daemen College,Volleyball,,18,0,0,3473,62518,,223659,,223659
Davis College,Basketball,14,13,1439,20143,1232,16012,31393,26762,31393,26762
Davis College,Soccer,15,,772,11582,0,0,20082,,20082,
Davis College,Volleyball,,9,0,0,821,7385,,13635,,13635
Dominican College of Blauvelt,Baseball,33,,1120,36974,0,0,292297,,292297,
Dominican College of Blauvelt,Basketball,21,14,1452,30484,2013,28184,334319,328899,334319,328899
Dominican College of Blauvelt,Golf,9,,2730,24568,0,0,75333,,75333,
Dominican College of Blauvelt,Lacrosse,26,17,1240,32248,1150,19547,167022,132848,167022,132848
Dominican College of Blauvelt,Soccer,24,20,794,19059,745,14905,247441,162183,247441,162183
Dominican College of Blauvelt,Softball,,17,0,0,1717,29196,,183291,,183291
Dominican College of Blauvelt,"Track and Field, Outdoor",,16,0,0,381,6088,,65509,,65509
Dominican College of Blauvelt,"Track and Field, X-Country",,8,0,0,802,6412,,65508,,65508
Dominican College of Blauvelt,Volleyball,,12,0,0,1372,16463,,114384,,114384
Dowling College,Baseball,37,,1603,59307,0,0,339207,,339207,
Dowling College,Basketball,16,11,1608,25731,1911,21025,359970,296715,359970,296715
Dowling College,Field Hockey,,15,0,0,1669,25038,,133071,,133071
Dowling College,Golf,8,,2225,17799,0,0,80743,,80743,
Dowling College,Lacrosse,22,18,1813,39881,1591,28629,312636,224489,312636,224489
Dowling College,Soccer,23,23,788,18126,1076,24751,351045,359597,351045,359597
Dowling College,Softball,,20,0,0,2084,41676,,265210,,265210
Dowling College,Tennis,6,7,220,1321,393,2752,10990,18422,10990,18422
Dowling College,"Track and Field, X-Country",7,6,635,4446,688,4129,21396,25929,21396,25929
Dowling College,Volleyball,,12,0,0,1979,23749,,291092,,291092
Dutchess Community College,Baseball,20,,1379,27585,0,0,42295,,42165,
Dutchess Community College,Basketball,11,8,972,10687,1256,10046,25368,20505,23512,20111
Dutchess Community College,Soccer,21,,531,11161,0,0,23946,,20936,
Dutchess Community College,Softball,,13,0,0,805,10465,,24017,,21085
Dutchess Community College,"Track and Field, X-Country",3,6,280,839,157,939,5508,5699,4990,5090
Dutchess Community College,Volleyball,,9,0,0,515,4631,,15046,,14846
Elmira College,Baseball,24,,2037,48892,0,0,126493,,126493,
Elmira College,Basketball,22,14,1810,39820,2135,29883,103180,91675,103180,91675
Elmira College,Field Hockey,,20,0,0,1573,31460,,75706,,75706
Elmira College,Golf,10,7,1004,10037,527,3687,36928,26970,36928,26970
Elmira College,Ice Hockey,28,26,1927,53963,1999,51972,185258,160870,185258,160870
Elmira College,Lacrosse,21,21,1299,27280,1582,33220,94697,73874,94697,73874
Elmira College,Soccer,27,27,1086,29335,1134,30612,82888,84394,82888,84394
Elmira College,Softball,,16,0,0,1052,16831,,81671,,81671
Elmira College,Tennis,8,12,804,6433,487,5838,22473,30004,22473,30004
Elmira College,"Track and Field, X-Country",,13,0,0,352,4576,,61968,,61968
Elmira College,Volleyball,13,12,3379,43932,2219,26623,93732,89817,93732,89817
Erie Community College,Baseball,31,,1819,56390,0,0,115724,,118122,
Erie Community College,Basketball,16,9,2198,35164,4114,37028,147154,144055,146861,144037
Erie Community College,Football,72,,997,71814,0,0,223866,,220848,
Erie Community College,Ice Hockey,26,,2198,57160,0,0,75489,,75624,
Erie Community College,Lacrosse,,13,0,0,1646,21399,,51369,,51382
Erie Community College,Soccer,26,16,759,19727,973,15569,42231,51615,42244,51628
